name,code,count,confidence,category,manual_code,encoder,correct
rio d'oro orangendirektsaft 1 l,01.1.6.2,4,0.6666666666666666,saft & nektar,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
beavertown stone buenaveza salt n lime lager,02.1.9.0,6,1.0,beer,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
idrolitina preparato per acqua da tavola 200 gr,01.2.5.0,6,1.0,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,intfloat/e5-mistral-7b-instruct,False
sainsbury's red grape juice 1ltr,01.2.6.0,6,1.0,drinks | smoothies & juice drinks | long life juice,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
frisian flag creamy evaporated milk 170g,01.1.4.3,6,1.0,tins cans & packets,01.1.4.3,intfloat/e5-mistral-7b-instruct,True
"statesman blended scotch whisky 0,7 l",02.1.1.0,6,1.0,spirituosen,02.1.1.0,intfloat/e5-mistral-7b-instruct,True
baladin rock n roll,02.1.9.0,4,0.6666666666666666,beer,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
damilano moscato d'asti 2021,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
d'argent gin rose 40%,02.1.2.1,4,0.6666666666666666,alcohol,02.1.1.0,intfloat/e5-mistral-7b-instruct,False
bonduelle mixed vegetables 200 grms,01.1.7.9,4,0.6666666666666666,tins cans & packets,01.1.7.9,intfloat/e5-mistral-7b-instruct,True
spritzzer white,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
havana club anejo 7 anos 40deg 70cl rum puro cubano,02.3.0.2,4,0.6666666666666666,tequila & rum,02.1.1.0,intfloat/e5-mistral-7b-instruct,False
vicentini tisana bacio di biancaneve mela e cannella 45 gr,01.2.3.0,6,1.0,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,intfloat/e5-mistral-7b-instruct,True
"estathe alla pesca senza zucchero 1,5l",01.2.5.0,6,1.0,thè,01.2.3.0,intfloat/e5-mistral-7b-instruct,False
maralba collio ribolla gialla doc,02.1.2.1,4,0.6666666666666666,"vini, birra e liquori | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
ha penny dublin dry gin,02.1.1.0,6,1.0,alcohol,02.1.1.0,intfloat/e5-mistral-7b-instruct,True
negroamaro salento igt,02.1.2.1,6,1.0,"vini, birra e liquori | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
nescafe non dairy mandorla macchiato x6x16gr,01.2.2.0,4,0.6666666666666666,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
primia succo di frutta ace 600 ml,01.2.6.0,6,1.0,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,intfloat/e5-mistral-7b-instruct,False
kinnie can 6x,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
ahmad peach & passion fruit  flav. tea x20,01.2.3.0,6,1.0,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,intfloat/e5-mistral-7b-instruct,True
tetley super fruits tea immune lemon & ginger x20,01.2.3.0,6,1.0,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,intfloat/e5-mistral-7b-instruct,True
gusto limone,01.2.6.0,6,1.0,"acqua, bibite e succhi | bibite",01.2.6.0,intfloat/e5-mistral-7b-instruct,True
la bella lola premium ale birra chiara 330 ml,01.2.5.0,6,1.0,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
elite baked beans 15% off 210 grms,01.1.7.6,4,0.6666666666666666,tins cans & packets,01.1.7.9,intfloat/e5-mistral-7b-instruct,False
barzotto foresto liquore tipico,02.1.1.0,6,1.0,"acqua, bevande, alcolici | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
grolsch 33cl,02.1.9.0,6,1.0,drinks | beers & ciders | beers & lagers,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
cappy multi vitamin juice,01.2.1.0,6,1.0,juices,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
le bolle spuma pinot noir sauvignon 750 ml,02.1.2.1,6,1.0,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
meridiana nexus merlot wine,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
tonica zero,01.2.5.0,6,1.0,"acqua, bibite e succhi | bibite",01.2.6.0,intfloat/e5-mistral-7b-instruct,False
latte intero uht,01.1.4.2,4,0.6666666666666666,"latticini | latte, uova e burro",01.1.4.1,intfloat/e5-mistral-7b-instruct,False
gatorade orange 500ml,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
marsovin antonin barrel aged,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
coldpress golden delicious apple juice 250 ml,01.2.1.0,4,0.6666666666666666,juices & smoothies,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
gato negro cabernet merlot 75cl,02.1.2.1,6,1.0,drinks | wine | red wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
mirinda,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
meadow lea salt reduced 500g,01.1.5.3,4,0.6666666666666666,"chilled and dairy | milk, butter & eggs",01.1.5.2,intfloat/e5-mistral-7b-instruct,False
twinings te english breakfast classico 50 filtri,01.2.3.0,6,1.0,infusi,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
percorsi di gusto primia nettare di lampone 200 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,intfloat/e5-mistral-7b-instruct,False
messina cristalli di sale birra chiara 500 ml,01.2.5.0,6,1.0,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
nescafe gold blend decaff 100g,01.2.2.0,6,1.0,coffee,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
la trappe trappist birra blonde 330 ml,01.2.5.0,6,1.0,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
twining infuse freddo mango/arancia/frutto della passione,01.2.6.0,6,1.0,infusi,01.2.3.0,intfloat/e5-mistral-7b-instruct,False
carrefour bio gallette di grano saraceno,01.1.1.1,4,0.6666666666666666,organic products,01.1.1.9,intfloat/e5-mistral-7b-instruct,False
bavaria alcohol free 0.33cl x1 can,02.1.3.0,6,1.0,drinks | beers & ciders | non-alcoholic beers & ciders,02.1.3.0,intfloat/e5-mistral-7b-instruct,True
burco pure soya spread,01.1.5.3,6,1.0,spreads,01.1.5.3,intfloat/e5-mistral-7b-instruct,True
borbone superginseg caffe compat dolce gusto 16pcs.,01.2.2.0,4,0.6666666666666666,coffee,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
ahmad peach & raspberry infusion 20pcs.,01.2.3.0,6,1.0,tea,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
heineken draught keg beer,02.1.9.0,6,1.0,beer,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
rum black spiced,02.1.1.0,6,1.0,"vini, birra e liquori | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
la valette wine gift pack,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
coolee ice tea peach 1ltr,01.2.3.0,6,1.0,soft drinks,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
delicata classic collection landini vermentino,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
lurpak spread salted promo,01.1.5.3,6,1.0,spreads,01.1.5.2,intfloat/e5-mistral-7b-instruct,False
sainsbury's house dry white 2.25ltr,01.2.6.0,6,1.0,drinks | wine | white wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,False
kean fruit cocktail juice,01.1.6.9,6,1.0,juices,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
preparato per te verde al limone 1kg ristora,01.2.3.0,6,1.0,thè,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
bolero instant drink red orange,01.2.3.0,6,1.0,beverages | juices & ice-teas,01.2.9.0,intfloat/e5-mistral-7b-instruct,False
napolina cannelini beans 400g,01.1.7.9,4,0.6666666666666666,tins cans & packets,01.1.7.9,intfloat/e5-mistral-7b-instruct,True
stella artois 25cl bottle,02.1.9.0,6,1.0,beverages | beer & cider,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
tropicana apple,01.2.1.0,4,0.6666666666666666,juices,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
rum 3 anos,02.1.1.0,6,1.0,"vini, birra e liquori | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
bebo cooking baking spread,01.1.5.3,4,0.6666666666666666,spreads,01.1.5.3,intfloat/e5-mistral-7b-instruct,True
alamos chardonnay mendoza argentina 750 ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
alexis lichine carbernet sauvignon,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
bjorg bio oat chocolate muesli,01.1.1.4,6,1.0,organic products,01.1.1.4,intfloat/e5-mistral-7b-instruct,True
"bio tisana curcuma rooibos 41,4g numi",01.2.3.0,6,1.0,infusi,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
santa cristina pinot grigio  750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
bevanda riso drink bio,01.1.4.4,4,0.6666666666666666,"latticini | latte, uova e burro",01.1.4.4,intfloat/e5-mistral-7b-instruct,True
pepsi max zero 6x1.5ltr,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
nocciolino,01.2.2.0,6,1.0,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,intfloat/e5-mistral-7b-instruct,True
knorr soup zuppa 5 cereali 109 grms,01.1.9.1,6,1.0,tins cans & packets,01.1.9.1,intfloat/e5-mistral-7b-instruct,True
espresso roast intensity 11,01.2.2.0,4,0.6666666666666666,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,intfloat/e5-mistral-7b-instruct,True
cielo soave,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
marnisi red 75cl,02.1.2.1,6,1.0,wine cellar | wine  ,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
moo free premium original rice milk bar,01.1.4.4,6,1.0,organic products,01.1.4.4,intfloat/e5-mistral-7b-instruct,True
carrefour herbal tea regulates 40g,01.2.3.0,6,1.0,tea,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
il rocchin gavi di gavi,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
milsani laktosefreier joghurt 500 g,01.1.4.6,6,1.0,milchprodukte,01.1.4.6,intfloat/e5-mistral-7b-instruct,True
monini il decantato olio extra vergine di oliva 750 ml,01.1.5.1,6,1.0,olio e conserve | olio,01.1.5.1,intfloat/e5-mistral-7b-instruct,True
carrefour sciroppo di latte di mandorla 500 ml,01.1.4.4,6,1.0,soft drinks,01.1.4.7,intfloat/e5-mistral-7b-instruct,False
caravaggio cab sauvignon 75cl,02.1.2.1,6,1.0,wine cellar | wine  ,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
john west honey & ginger tuna salad 220g,01.1.3.3,4,0.6666666666666666,tins cans & packets,01.1.9.1,intfloat/e5-mistral-7b-instruct,False
kafer shiraz australia 750 ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
hell energy drink coffee latte 250ml,01.2.9.0,4,0.6666666666666666,drinks | energy drinks | energy drinks,01.1.4.7,intfloat/e5-mistral-7b-instruct,False
bonvita dark 71% cranberry chocolate,01.1.8.5,4,0.6666666666666666,organic products,01.1.8.5,intfloat/e5-mistral-7b-instruct,True
bevanda riso e cocco,01.1.4.2,4,0.6666666666666666,"latticini | latte, uova e burro",01.1.4.4,intfloat/e5-mistral-7b-instruct,False
dr pepper zero,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
natrue oat barista drink 1ltr,01.1.4.4,6,1.0,"chilled and dairy | milk, butter & eggs",01.1.4.4,intfloat/e5-mistral-7b-instruct,True
lavazza tierra peru 180gr,01.2.2.0,6,1.0,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,intfloat/e5-mistral-7b-instruct,True
3 leaves red maraschino cherries without stems 950 grms,01.1.6.3,6,1.0,tins cans & packets,01.1.6.9,intfloat/e5-mistral-7b-instruct,False
innocent smoothie strawberry & banana,01.1.4.7,4,0.6666666666666666,juices,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
8.6 8.6 birra red 500 ml,02.1.9.0,4,0.6666666666666666,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
rio mare tuna with lemon 3+1 80g,01.1.3.3,6,1.0,tins cans & packets,01.1.9.1,intfloat/e5-mistral-7b-instruct,False
after shock blue 70cl,02.1.1.0,4,0.6666666666666666,beverages | spirits,02.1.1.0,intfloat/e5-mistral-7b-instruct,True
wodka,02.1.1.0,6,1.0,"vini, birra e liquori | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
3 leaves corned beef light 340 grms,01.1.9.9,4,0.6666666666666666,tins cans & packets,01.1.2.5,intfloat/e5-mistral-7b-instruct,False
nescafe dolce gusto cold brew coffee x12 116.4gr,01.2.2.0,4,0.6666666666666666,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
lavazza caffe crema e gusto ricco 500 gr,01.2.2.0,6,1.0,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,intfloat/e5-mistral-7b-instruct,True
mandi refosco isonzo del friuli doc 750 ml,02.1.2.1,6,1.0,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
viti&vini bonarda amabile frizzante 750 ml,02.1.2.1,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
mj's balsamic vinegar 500ml,01.1.5.1,4,0.6666666666666666,groceries | oil & vinegar,01.1.9.3,intfloat/e5-mistral-7b-instruct,False
bankok pumpkin seeds 375 grms,01.1.6.9,6,1.0,tins cans & packets,01.1.9.4,intfloat/e5-mistral-7b-instruct,False
carrefour bio spelled biscuit with chocolate drops,01.2.4.0,4,0.6666666666666666,organic products,01.1.1.3,intfloat/e5-mistral-7b-instruct,False
bagnoli l'ape aperitivo leggero,02.1.1.0,4,0.6666666666666666,"acqua, bevande, alcolici | liquori",02.1.9.0,intfloat/e5-mistral-7b-instruct,False
dolcetto d'alba doc,02.1.2.1,6,1.0,"vini, birra e liquori | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
bos ice tea can sparkling lemon 250ml,01.2.6.0,4,0.6666666666666666,drinks | ice tea | ice tea,01.2.3.0,intfloat/e5-mistral-7b-instruct,False
kusmi detox teabags  20pcs.,01.2.3.0,6,1.0,tea,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
nestle aero hot chocolate  EUR2.99,01.2.4.0,6,1.0,hot drinks,01.2.4.0,intfloat/e5-mistral-7b-instruct,True
le cascine le cascine muller thurgau igt 750 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,False
gato negro shiraz 750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
black tower rose 75cl,02.1.2.1,6,1.0,drinks | wine | rose wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
barone di bernaj merlot  750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
carrefour bio mini corn cakes,01.1.1.4,4,0.6666666666666666,organic products,01.1.1.4,intfloat/e5-mistral-7b-instruct,True
valfrutta i triangolini pesca succo e polpa 800 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,intfloat/e5-mistral-7b-instruct,False
whiskey chivas regal invecchiato 12 anni 40deg 70cl,02.1.1.0,4,0.6666666666666666,whisky cognac & brandy,02.1.1.0,intfloat/e5-mistral-7b-instruct,True
blue nun riesling special product,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
jack daniel's tennessee honey 700ml + 2 glasses 700ml,05.6.1.9,4,0.6666666666666666,spirits,02.1.1.0,intfloat/e5-mistral-7b-instruct,False
fizz apple cider 500ml,02.1.2.2,4,0.6666666666666666,beverages | beer & cider,02.1.2.2,intfloat/e5-mistral-7b-instruct,True
the berry company superberries and guarana juice 1 ltr,01.2.1.0,4,0.6666666666666666,juices & smoothies,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
pure malt whisky,02.1.1.0,6,1.0,"vini, birra e liquori | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
sambuca romana,02.1.1.0,6,1.0,"vini, birra e liquori | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,True
lavazza a modo mio crema gusto x16 pods,01.2.2.0,4,0.6666666666666666,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
bavaria strong 8.6% beer 500ml,02.1.9.0,6,1.0,drinks | beers & ciders | beers & lagers,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
santal top fruit therapy succo d'ananas e lime 1 lt,01.2.6.0,6,1.0,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,intfloat/e5-mistral-7b-instruct,False
ital lime juice 200ml,01.2.6.0,6,1.0,beverages | juices & ice-teas,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
andrea bruzzone la superba valpolcevera coronata doc 750 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,False
cusumano nero d'avola igt 750 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,False
moet & chandon brut limited edition,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
cuvee imperiale franciacorta brut,02.1.2.1,4,0.6666666666666666,"vini, birra e liquori | spumanti e champagne",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
tisana finocchio 20 filtri l'angelica,01.1.7.1,6,1.0,infusi,01.2.3.0,intfloat/e5-mistral-7b-instruct,False
flora pro activ low fat spread,01.1.5.3,6,1.0,spreads,01.1.5.3,intfloat/e5-mistral-7b-instruct,True
borgofulvia montepulciano d'abruzzo 750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
garibaldi a modo mio gusto intenso x16,01.2.2.0,4,0.6666666666666666,beverages | coffee & tea,01.2.2.0,intfloat/e5-mistral-7b-instruct,True
te verde bio 20 filtri,01.2.3.0,6,1.0,"caffè, tea e zucchero | tea e infusi",01.2.3.0,intfloat/e5-mistral-7b-instruct,True
san pellegrino amara  70 ml,01.2.5.0,4,0.6666666666666666,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,False
cirio olio extra vergine di oliva 750 ml,01.1.5.1,6,1.0,olio e conserve | olio,01.1.5.1,intfloat/e5-mistral-7b-instruct,True
cialde compostabili piu crema,01.2.2.0,6,1.0,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,intfloat/e5-mistral-7b-instruct,True
johannes egberts liebfraumilch 8.5% 750 ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
pfanner strawberry juice 30% 1ltr,01.2.1.0,4,0.6666666666666666,drinks | smoothies & juice drinks | long life juice,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
sainsbury's blanc de noirs brut champagne 75cl,02.1.2.1,4,0.6666666666666666,drinks | wine | champagne & sparkling wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
one world bio-fairtrade trinkschokolade 220 g,01.1.8.5,6,1.0,milchprodukte,01.2.4.0,intfloat/e5-mistral-7b-instruct,False
carlsberg beer alcohol free,02.1.3.0,4,0.6666666666666666,beer,02.1.3.0,intfloat/e5-mistral-7b-instruct,True
tuborg birra chiara,01.2.5.0,6,1.0,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
giass dry gin 500 ml,01.2.5.0,6,1.0,"acqua, bevande, alcolici | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,False
cisk lager beer 33cl 8 pack,02.1.9.0,6,1.0,beverages | beer & cider,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
sartori fira bianco igt 750 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,False
vitasnella still water 1.5ltr,01.2.5.0,6,1.0,drinks | water | water - still,01.2.5.0,intfloat/e5-mistral-7b-instruct,True
caleo inzolia terre siciliane 750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
thatchers cloudy lemon 440ml,02.1.9.0,6,1.0,beer & cider,02.1.2.2,intfloat/e5-mistral-7b-instruct,False
innocent tropical defence,01.2.1.0,6,1.0,juices,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
riso bevanda vegetale uht senza zuccheri aggiunti,01.1.4.4,6,1.0,"latticini | latte, uova e burro",01.1.4.4,intfloat/e5-mistral-7b-instruct,True
brewdog birra punk ipa 440 ml,02.1.9.0,4,0.6666666666666666,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
go & fun original zero gluten free,01.2.3.0,2,0.3333333333333333,energy drinks,01.2.9.0,intfloat/e5-mistral-7b-instruct,False
stowford mixed berries 4 x 440ml,02.1.9.0,4,0.6666666666666666,beverages | beer & cider,02.1.2.2,intfloat/e5-mistral-7b-instruct,False
starbucks caffe latte 220ml,01.2.2.0,4,0.6666666666666666,coffee,01.1.4.7,intfloat/e5-mistral-7b-instruct,False
vitasnella le linfe detox cetriolo pompelmo lemon,01.1.6.2,6,1.0,water,01.2.9.0,intfloat/e5-mistral-7b-instruct,False
fever tree ginger beer 200ml,02.1.9.0,4,0.6666666666666666,beer & cider,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
jp chenet original rose grenache cinsault 75cl,02.1.2.1,6,1.0,drinks | wine | rose wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
birra extreme intense strong,02.1.1.0,6,1.0,"vini, birra e liquori | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
"primia acqua lievemente frizzante 1,5 lt",01.2.5.0,6,1.0,"acqua, bevande, alcolici | acqua",01.2.5.0,intfloat/e5-mistral-7b-instruct,True
valdo cartizze valdobbiadene superiore doc 750 ml,02.1.2.1,6,1.0,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
sant orsola spumante ice 11% 750ml,01.2.6.0,4,0.6666666666666666,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,False
innocent apple & mango 330ml,01.2.6.0,6,1.0,juices & smoothies,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
diet kinnie 1ltr,01.2.6.0,6,1.0,drinks | soft drinks | soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
typhoo q tea 125g,01.2.3.0,6,1.0,beverages | coffee & tea,01.2.3.0,intfloat/e5-mistral-7b-instruct,True
andes merlot 75cl,02.1.2.1,6,1.0,drinks | wine | red wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
la belinda peeled tomatoes 400 ml,01.1.3.3,4,0.6666666666666666,tins cans & packets,01.1.7.9,intfloat/e5-mistral-7b-instruct,False
fontana still water glass bottle,01.2.5.0,4,0.6666666666666666,water,01.2.5.0,intfloat/e5-mistral-7b-instruct,True
"hacker-pschorr munchner hell 0,5 l",02.1.9.0,6,1.0,bier,02.1.3.0,intfloat/e5-mistral-7b-instruct,False
katlenburger johannisbeerwein blackcurrant wine,01.1.6.4,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,False
lattanzio negroamaro del salento igp 750 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,False
codici puglia igp negroamaro  x,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
latte crescita 3,01.1.4.2,4,0.6666666666666666,mondo baby | latte e tisane,01.1.9.2,intfloat/e5-mistral-7b-instruct,False
carrefour arrabbiata sauce 350g,01.1.9.2,4,0.6666666666666666,tins cans & packets,01.1.9.3,intfloat/e5-mistral-7b-instruct,False
berlin pure malt beer,02.1.3.0,6,1.0,beer,02.1.3.0,intfloat/e5-mistral-7b-instruct,True
carrefour bio succo di ananas,01.1.6.1,4,0.6666666666666666,organic drinks,01.2.1.0,intfloat/e5-mistral-7b-instruct,False
fragolino,02.1.2.1,6,1.0,"vini, birra e liquori | spumanti e champagne",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
zero caffeina,01.2.5.0,6,1.0,"acqua, bibite e succhi | bibite",01.2.9.0,intfloat/e5-mistral-7b-instruct,False
chimay blu birra trappista belga 330 ml,01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | birra",02.1.3.0,intfloat/e5-mistral-7b-instruct,False
orzoro nestle orzo solubile 120 gr,01.2.3.0,6,1.0,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,intfloat/e5-mistral-7b-instruct,False
coolee orange no sugar added  1.5l,01.2.6.0,6,1.0,drinks | squashes | fruit & milk squashes,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
lunetta rose cavit 750ml,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
tea pesca con succo di frutta 25 filtri,01.2.3.0,6,1.0,"caffè, tea e zucchero | tea e infusi",01.2.3.0,intfloat/e5-mistral-7b-instruct,True
san paolo marsala,02.1.2.1,6,1.0,wine,02.1.2.1,intfloat/e5-mistral-7b-instruct,True
bolero instant drink raspberry,01.2.9.0,4,0.6666666666666666,drinks | squashes | fruit & milk squashes,01.2.9.0,intfloat/e5-mistral-7b-instruct,True
whole earth organic lightly sparkling orange & lemon drink 330ml,01.2.6.0,6,1.0,soft drinks,01.2.6.0,intfloat/e5-mistral-7b-instruct,True
"fanta aranciata 1,32 lt",01.2.5.0,4,0.6666666666666666,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,intfloat/e5-mistral-7b-instruct,False
latte alta digeribilita scremato zero grassi,01.1.4.2,6,1.0,"latticini | latte, uova e burro",01.1.4.2,intfloat/e5-mistral-7b-instruct,True
after shock red 70cl,02.1.1.0,4,0.6666666666666666,beverages | spirits,02.1.1.0,intfloat/e5-mistral-7b-instruct,True
carrefour mackerel fillets in olive oil 125g,01.1.3.3,6,1.0,tins cans & packets,01.1.2.5,intfloat/e5-mistral-7b-instruct,False
aureli organic carrot juice,01.2.1.0,6,1.0,organic drinks,01.2.1.0,intfloat/e5-mistral-7b-instruct,True
piemme limoncello di sorrento igp 1 lt,01.2.5.0,2,0.3333333333333333,"acqua, bevande, alcolici | liquori",02.1.1.0,intfloat/e5-mistral-7b-instruct,False
garganega muller thurgau igt,02.1.2.1,6,1.0,"vini, birra e liquori | vini",02.1.2.1,intfloat/e5-mistral-7b-instruct,True
mr organic baked beans,01.1.7.3,6,1.0,organic products,01.1.7.9,intfloat/e5-mistral-7b-instruct,False
