name,category,manual_code,correct_option,correct_n,llm,prediction,match
la bella sedara sicilia doc,"vini, birra e liquori | vini",02.1.2.1,True,8,mistral:latest,02.1.2.1,True
carrefour lattina limonata,soft drinks,01.2.6.0,True,8,mistral:latest,01.2.6.0,True
lavazza a modo mio espresso intensita 12 16 pcs.,coffee,01.2.2.0,True,11,mistral:latest,01.2.2.0,True
via verde bio primia infuso finocchio 40 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,3,mistral:latest,01.2.3.0,True
del monte pizza sauce  400 grms,tins cans & packets,01.1.9.3,True,1,mistral:latest,01.1.9.3,True
birra premium,"vini, birra e liquori | birra",02.1.3.0,True,8,mistral:latest,02.1.3.0,True
benecol light spread 250g,"chilled and dairy | milk, butter & eggs",01.1.5.2,True,1,mistral:latest,01.1.5.3,False
coricelli olive oil 250ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,True,12,mistral:latest,01.1.5.1,True
blossom hill red 75cl,drinks | wine | red wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
carrefour classic tomato puree 700 grms,tins cans & packets,01.1.9.3,False,0,mistral:latest,01.1.7.9,False
kopparberg naked apple cider 330 ml,beer & cider,02.1.2.2,True,8,mistral:latest,02.1.2.2,True
russo crema di limone 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,5,mistral:latest,02.1.1.0,True
horlicks malted drink light 500gr,food cupboard groceries | hot chocolate & malted drinks | malted drinks,01.2.9.0,True,1,mistral:latest,01.1.4.7,False
ballantine's scoth whisky,alcohol,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
meadow lea margarine original 1 kg,"milk, butter & eggs",01.1.5.3,True,11,mistral:latest,01.1.5.3,True
fernet-branca del famoso,alcohol,02.1.1.0,True,7,mistral:latest,02.1.1.0,True
bolero instant drink sugar free honey melon 090 grms,soft drinks,01.2.9.0,True,3,mistral:latest,01.2.6.0,False
caliza chardonnay,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
liquore di limoni,"vini, birra e liquori | liquori",02.1.1.0,True,8,mistral:latest,02.1.1.0,True
groot chicken luncheon meat 340 grms,tins cans & packets,01.1.9.1,True,1,mistral:latest,01.1.2.5,False
pirovano nero d'avola igt terre siciliane 75cl,drinks | wine | red wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
regular,"acqua, bibite e succhi | bibite",01.2.6.0,True,1,mistral:latest,01.2.5.0,False
flora buttery 500gr,"fresh | dairy, eggs & cheese | butter, margarine & spreads",01.1.5.2,True,3,mistral:latest,01.1.5.2,True
diamante red kidney beans 390 g,tins cans & packets,01.1.7.9,True,2,mistral:latest,01.1.7.6,False
ramazzotti sambuca,"acqua, bevande, alcolici | liquori",02.1.1.0,True,9,mistral:latest,02.1.1.0,True
zonin prosecchino 600 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,4,mistral:latest,02.1.2.1,True
carrefour classic cola,soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
monster vr46 energy drink the doctor 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,True,5,mistral:latest,01.2.9.0,True
biona peanut butter crunchy 15% off,organic products,01.1.8.4,True,4,mistral:latest,01.1.8.4,True
j.bally rhum ambre agricole 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,mistral:latest,02.1.1.0,True
san valentino rose .75l,wine cellar | wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
veroni isotonic drink orange,energy drinks,01.2.9.0,True,3,mistral:latest,01.2.9.0,True
dante classico olio di oliva 750 ml,olio e conserve | olio,01.1.5.1,True,7,mistral:latest,01.1.5.1,True
bavaria holland beer @ EUR3.99,beer,02.1.3.0,True,11,mistral:latest,02.1.3.0,True
maxwell coffee 200g offer,beverages | coffee & tea,01.2.2.0,True,8,mistral:latest,01.2.2.0,True
old jamaican ginger beer,beer,02.1.3.0,False,0,mistral:latest,02.1.9.0,False
safari peach juice,juices,01.2.1.0,True,10,mistral:latest,01.2.1.0,True
verdeca puglia igp,"vini, birra e liquori | vini",02.1.2.1,True,8,mistral:latest,02.1.2.1,True
lavazza dgc espresso cremoso 16 pods,beverages | coffee & tea,01.2.2.0,True,8,mistral:latest,01.2.2.0,True
somersby apple cider can 330ml,beer & cider,02.1.2.2,True,8,mistral:latest,02.1.2.2,True
bacardi 1l,beverages | spirits,02.1.1.0,True,2,mistral:latest,02.1.1.0,True
circeo bianco dop,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
leonardo chianti italia 750 ml,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
birra double ambree,"vini, birra e liquori | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
zonin moscato provincia di pavia,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
heinz green peas 400 grms,tins cans & packets,01.1.7.9,True,4,mistral:latest,01.1.7.6,False
"beck's pils 0,5 l",bier,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
san giuliano olio extra vergine di oliva amabile 1 lt,olio e conserve | olio,01.1.5.1,True,10,mistral:latest,01.1.5.1,True
j.moreau & fils sauvignon les coches,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
grants whiskey 70cl,beverages | spirits,02.1.1.0,True,7,mistral:latest,02.1.1.0,True
la cheteau vouvray,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
rauch happy day banana juice,juices,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
erin hotcup beef & vegetable with croutons soup 3 p,tins cans & packets,01.1.9.1,True,1,mistral:latest,01.1.9.1,True
avonmore pure irish unsalted butter,spreads,01.1.5.2,True,4,mistral:latest,01.1.5.2,True
camomilla con melatonina 14 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,mistral:latest,01.2.3.0,True
polara aranciata,soft drinks,01.2.6.0,True,7,mistral:latest,01.2.6.0,True
trs yellow split peas 500g,tins cans & packets,01.1.7.9,True,1,mistral:latest,01.1.7.6,False
pfanner bce berry 2l,beverages | juices & ice-teas,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
john west tuna chunks in sunflower oil 145 grms,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.3,False
coca cola 1.5l x6,beverages | soft drinks & mixers,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
crema e gusto classico cialde per macchina espresso,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,9,mistral:latest,05.3.2.2,False
bavaria premium lager,beer,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
viaggio espresso intenso capsules x10 - dolce gusto compatible 70g,coffee,01.2.2.0,True,8,mistral:latest,01.2.2.0,True
food for all artigiano del bio farina di kamut biologica,organic products,01.1.1.2,True,4,mistral:latest,01.1.1.2,True
margarina foglia d'oro 250gr,burro & margarina,01.1.5.3,True,12,mistral:latest,01.1.5.3,True
pukka elderberry & echinacea 20pcs.,tea,01.2.3.0,True,7,mistral:latest,01.2.3.0,True
peter & peter riesling mosel trocken 750 ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
corvo rosso 75cl,drinks | wine | red wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
biona organic spelt lasagna,organic products,01.1.1.5,False,0,mistral:latest,01.1.1.9,False
good earth blueberries 150 grms,tins cans & packets,01.1.6.7,False,0,mistral:latest,01.1.6.6,False
elite marrowfat peas 140 grms,tins cans & packets,01.1.7.9,True,3,mistral:latest,01.1.7.6,False
chivas regal premium whisky 700 ml,spirits,02.1.1.0,True,7,mistral:latest,02.1.1.0,True
codici - salento primitivo  x,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
simpl succo arancia rosso,juices,01.2.1.0,True,5,mistral:latest,01.2.1.0,True
100% succo tropicale,"acqua, bibite e succhi | succhi",01.2.1.0,True,4,mistral:latest,01.2.1.0,True
carrefour peach juice 200ml,juices & smoothies,01.2.1.0,True,9,mistral:latest,01.2.1.0,True
birra moretti birra chiara filtrata a freddo 550 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,5,mistral:latest,02.1.3.0,True
cocco di mamma 21deg 70cl antiche distillerie,tequila & rum,02.1.1.0,True,5,mistral:latest,02.1.1.0,True
cirio borlotti beans 410 grms,tins cans & packets,01.1.7.9,True,1,mistral:latest,01.1.7.6,False
il feudo grand cuvee brut 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,8,mistral:latest,02.1.2.1,True
rio d'oro orangendirektsaft 1 l,saft & nektar,01.2.1.0,True,1,mistral:latest,01.1.6.2,False
beavertown stone buenaveza salt n lime lager,beer,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
idrolitina preparato per acqua da tavola 200 gr,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,True,1,mistral:latest,01.2.9.0,True
sainsbury's red grape juice 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
frisian flag creamy evaporated milk 170g,tins cans & packets,01.1.4.3,True,11,mistral:latest,01.1.4.3,True
"statesman blended scotch whisky 0,7 l",spirituosen,02.1.1.0,True,5,mistral:latest,02.1.1.0,True
baladin rock n roll,beer,02.1.3.0,True,8,mistral:latest,02.1.3.0,True
damilano moscato d'asti 2021,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
d'argent gin rose 40%,alcohol,02.1.1.0,True,5,mistral:latest,02.1.1.0,True
bonduelle mixed vegetables 200 grms,tins cans & packets,01.1.7.9,True,2,mistral:latest,01.1.7.8,False
spritzzer white,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
havana club anejo 7 anos 40deg 70cl rum puro cubano,tequila & rum,02.1.1.0,True,1,mistral:latest,02.1.1.0,True
vicentini tisana bacio di biancaneve mela e cannella 45 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,10,mistral:latest,01.2.3.0,True
"estathe alla pesca senza zucchero 1,5l",thè,01.2.3.0,True,8,mistral:latest,01.2.3.0,True
maralba collio ribolla gialla doc,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
ha penny dublin dry gin,alcohol,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
negroamaro salento igt,"vini, birra e liquori | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
nescafe non dairy mandorla macchiato x6x16gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,4,mistral:latest,01.2.2.0,True
primia succo di frutta ace 600 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,1,mistral:latest,01.2.1.0,True
kinnie can 6x,soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
ahmad peach & passion fruit  flav. tea x20,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,True,9,mistral:latest,01.2.3.0,True
tetley super fruits tea immune lemon & ginger x20,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,True,11,mistral:latest,01.2.3.0,True
gusto limone,"acqua, bibite e succhi | bibite",01.2.6.0,True,3,mistral:latest,01.2.6.0,True
la bella lola premium ale birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,12,mistral:latest,02.1.3.0,True
elite baked beans 15% off 210 grms,tins cans & packets,01.1.7.9,True,1,mistral:latest,01.1.7.9,True
barzotto foresto liquore tipico,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,mistral:latest,02.1.1.0,True
grolsch 33cl,drinks | beers & ciders | beers & lagers,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
cappy multi vitamin juice,juices,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
le bolle spuma pinot noir sauvignon 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
meridiana nexus merlot wine,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
tonica zero,"acqua, bibite e succhi | bibite",01.2.6.0,True,6,mistral:latest,01.2.6.0,True
latte intero uht,"latticini | latte, uova e burro",01.1.4.1,True,2,mistral:latest,01.1.4.1,True
gatorade orange 500ml,soft drinks,01.2.6.0,True,7,mistral:latest,01.2.6.0,True
marsovin antonin barrel aged,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
coldpress golden delicious apple juice 250 ml,juices & smoothies,01.2.1.0,True,3,mistral:latest,01.2.1.0,True
gato negro cabernet merlot 75cl,drinks | wine | red wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
mirinda,soft drinks,01.2.6.0,True,9,mistral:latest,01.2.6.0,True
meadow lea salt reduced 500g,"chilled and dairy | milk, butter & eggs",01.1.5.2,True,5,mistral:latest,01.1.4.9,False
twinings te english breakfast classico 50 filtri,infusi,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
percorsi di gusto primia nettare di lampone 200 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,1,mistral:latest,01.2.1.0,True
messina cristalli di sale birra chiara 500 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,2,mistral:latest,02.1.3.0,True
nescafe gold blend decaff 100g,coffee,01.2.2.0,True,12,mistral:latest,01.2.2.0,True
la trappe trappist birra blonde 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
twining infuse freddo mango/arancia/frutto della passione,infusi,01.2.3.0,True,4,mistral:latest,01.2.3.0,True
carrefour bio gallette di grano saraceno,organic products,01.1.1.9,False,0,mistral:latest,01.1.1.3,False
bavaria alcohol free 0.33cl x1 can,drinks | beers & ciders | non-alcoholic beers & ciders,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
burco pure soya spread,spreads,01.1.5.3,True,3,mistral:latest,01.1.4.5,False
borbone superginseg caffe compat dolce gusto 16pcs.,coffee,01.2.2.0,True,10,mistral:latest,01.2.2.0,True
ahmad peach & raspberry infusion 20pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
heineken draught keg beer,beer,02.1.3.0,True,12,mistral:latest,02.1.3.0,True
rum black spiced,"vini, birra e liquori | liquori",02.1.1.0,True,6,mistral:latest,02.1.1.0,True
la valette wine gift pack,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
coolee ice tea peach 1ltr,soft drinks,01.2.3.0,True,9,mistral:latest,01.2.6.0,False
delicata classic collection landini vermentino,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
lurpak spread salted promo,spreads,01.1.5.2,True,3,mistral:latest,01.1.5.3,False
sainsbury's house dry white 2.25ltr,drinks | wine | white wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
kean fruit cocktail juice,juices,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
preparato per te verde al limone 1kg ristora,thè,01.2.3.0,True,10,mistral:latest,01.2.3.0,True
bolero instant drink red orange,beverages | juices & ice-teas,01.2.9.0,True,2,mistral:latest,01.2.6.0,False
napolina cannelini beans 400g,tins cans & packets,01.1.7.9,True,6,mistral:latest,01.1.7.9,True
stella artois 25cl bottle,beverages | beer & cider,02.1.3.0,True,8,mistral:latest,02.1.3.0,True
tropicana apple,juices,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
rum 3 anos,"vini, birra e liquori | liquori",02.1.1.0,True,4,mistral:latest,02.1.1.0,True
bebo cooking baking spread,spreads,01.1.5.3,True,7,mistral:latest,01.1.5.3,True
alamos chardonnay mendoza argentina 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
alexis lichine carbernet sauvignon,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
bjorg bio oat chocolate muesli,organic products,01.1.1.4,True,4,mistral:latest,01.1.1.9,False
"bio tisana curcuma rooibos 41,4g numi",infusi,01.2.3.0,True,11,mistral:latest,01.2.3.0,True
santa cristina pinot grigio  750ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
bevanda riso drink bio,"latticini | latte, uova e burro",01.1.4.4,True,6,mistral:latest,01.1.4.7,False
pepsi max zero 6x1.5ltr,soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
nocciolino,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,5,mistral:latest,01.1.8.5,False
knorr soup zuppa 5 cereali 109 grms,tins cans & packets,01.1.9.1,True,6,mistral:latest,01.1.2.5,False
espresso roast intensity 11,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,10,mistral:latest,01.2.2.0,True
cielo soave,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
marnisi red 75cl,wine cellar | wine  ,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
moo free premium original rice milk bar,organic products,01.1.4.4,True,12,mistral:latest,01.1.4.4,True
carrefour herbal tea regulates 40g,tea,01.2.3.0,True,11,mistral:latest,01.2.3.0,True
il rocchin gavi di gavi,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
milsani laktosefreier joghurt 500 g,milchprodukte,01.1.4.6,True,5,mistral:latest,01.1.4.6,True
monini il decantato olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,True,12,mistral:latest,01.1.5.1,True
carrefour sciroppo di latte di mandorla 500 ml,soft drinks,01.1.4.7,False,0,mistral:latest,01.1.4.4,False
caravaggio cab sauvignon 75cl,wine cellar | wine  ,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
john west honey & ginger tuna salad 220g,tins cans & packets,01.1.9.1,True,1,mistral:latest,01.1.3.3,False
kafer shiraz australia 750 ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
hell energy drink coffee latte 250ml,drinks | energy drinks | energy drinks,01.1.4.7,True,2,mistral:latest,01.2.9.0,False
bonvita dark 71% cranberry chocolate,organic products,01.1.8.5,True,5,mistral:latest,01.1.8.5,True
bevanda riso e cocco,"latticini | latte, uova e burro",01.1.4.4,True,8,mistral:latest,01.1.4.4,True
dr pepper zero,soft drinks,01.2.6.0,True,11,mistral:latest,01.2.6.0,True
natrue oat barista drink 1ltr,"chilled and dairy | milk, butter & eggs",01.1.4.4,True,12,mistral:latest,01.1.4.4,True
lavazza tierra peru 180gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,True,12,mistral:latest,01.2.2.0,True
3 leaves red maraschino cherries without stems 950 grms,tins cans & packets,01.1.6.9,True,5,mistral:latest,01.1.6.9,True
innocent smoothie strawberry & banana,juices,01.2.1.0,True,2,mistral:latest,01.2.1.0,True
8.6 8.6 birra red 500 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,8,mistral:latest,02.1.3.0,True
rio mare tuna with lemon 3+1 80g,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.3,False
after shock blue 70cl,beverages | spirits,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
wodka,"vini, birra e liquori | liquori",02.1.1.0,True,7,mistral:latest,02.1.1.0,True
3 leaves corned beef light 340 grms,tins cans & packets,01.1.2.5,True,3,mistral:latest,01.1.2.5,True
nescafe dolce gusto cold brew coffee x12 116.4gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,10,mistral:latest,01.2.2.0,True
lavazza caffe crema e gusto ricco 500 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,7,mistral:latest,01.2.2.0,True
mandi refosco isonzo del friuli doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
viti&vini bonarda amabile frizzante 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,4,mistral:latest,02.1.2.1,True
mj's balsamic vinegar 500ml,groceries | oil & vinegar,01.1.9.3,True,3,mistral:latest,01.1.9.3,True
bankok pumpkin seeds 375 grms,tins cans & packets,01.1.9.4,False,0,mistral:latest,01.1.6.9,False
carrefour bio spelled biscuit with chocolate drops,organic products,01.1.1.3,False,0,mistral:latest,01.1.8.5,False
bagnoli l'ape aperitivo leggero,"acqua, bevande, alcolici | liquori",02.1.9.0,False,0,mistral:latest,02.1.2.1,False
dolcetto d'alba doc,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
bos ice tea can sparkling lemon 250ml,drinks | ice tea | ice tea,01.2.3.0,True,8,mistral:latest,01.2.6.0,False
kusmi detox teabags  20pcs.,tea,01.2.3.0,True,11,mistral:latest,01.2.3.0,True
nestle aero hot chocolate  EUR2.99,hot drinks,01.2.4.0,True,10,mistral:latest,01.2.4.0,True
le cascine le cascine muller thurgau igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
gato negro shiraz 750ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
black tower rose 75cl,drinks | wine | rose wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
barone di bernaj merlot  750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
carrefour bio mini corn cakes,organic products,01.1.1.4,True,2,mistral:latest,01.1.1.4,True
valfrutta i triangolini pesca succo e polpa 800 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,2,mistral:latest,01.2.1.0,True
whiskey chivas regal invecchiato 12 anni 40deg 70cl,whisky cognac & brandy,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
blue nun riesling special product,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
jack daniel's tennessee honey 700ml + 2 glasses 700ml,spirits,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
fizz apple cider 500ml,beverages | beer & cider,02.1.2.2,True,8,mistral:latest,02.1.2.2,True
the berry company superberries and guarana juice 1 ltr,juices & smoothies,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
pure malt whisky,"vini, birra e liquori | liquori",02.1.1.0,True,4,mistral:latest,02.1.1.0,True
sambuca romana,"vini, birra e liquori | liquori",02.1.1.0,True,9,mistral:latest,02.1.1.0,True
lavazza a modo mio crema gusto x16 pods,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,7,mistral:latest,01.2.2.0,True
bavaria strong 8.6% beer 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,True,11,mistral:latest,02.1.3.0,True
santal top fruit therapy succo d'ananas e lime 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,4,mistral:latest,01.2.1.0,True
ital lime juice 200ml,beverages | juices & ice-teas,01.2.1.0,True,2,mistral:latest,01.2.1.0,True
andrea bruzzone la superba valpolcevera coronata doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,4,mistral:latest,02.1.2.1,True
cusumano nero d'avola igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,8,mistral:latest,02.1.2.1,True
moet & chandon brut limited edition,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
cuvee imperiale franciacorta brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
tisana finocchio 20 filtri l'angelica,infusi,01.2.3.0,True,5,mistral:latest,01.2.3.0,True
flora pro activ low fat spread,spreads,01.1.5.3,True,7,mistral:latest,01.1.5.3,True
borgofulvia montepulciano d'abruzzo 750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
garibaldi a modo mio gusto intenso x16,beverages | coffee & tea,01.2.2.0,True,9,mistral:latest,01.2.2.0,True
te verde bio 20 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,mistral:latest,01.2.3.0,True
san pellegrino amara  70 ml,soft drinks,01.2.6.0,True,5,mistral:latest,01.2.6.0,True
cirio olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,True,11,mistral:latest,01.1.5.1,True
cialde compostabili piu crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,5,mistral:latest,01.2.2.0,True
johannes egberts liebfraumilch 8.5% 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
pfanner strawberry juice 30% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,6,mistral:latest,01.2.1.0,True
sainsbury's blanc de noirs brut champagne 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
one world bio-fairtrade trinkschokolade 220 g,milchprodukte,01.2.4.0,True,1,mistral:latest,01.1.8.5,False
carlsberg beer alcohol free,beer,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
tuborg birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0,True,11,mistral:latest,02.1.3.0,True
giass dry gin 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,mistral:latest,02.1.1.0,True
cisk lager beer 33cl 8 pack,beverages | beer & cider,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
sartori fira bianco igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,3,mistral:latest,02.1.2.1,True
vitasnella still water 1.5ltr,drinks | water | water - still,01.2.5.0,True,12,mistral:latest,01.2.5.0,True
caleo inzolia terre siciliane 750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
thatchers cloudy lemon 440ml,beer & cider,02.1.2.2,True,2,mistral:latest,02.1.3.0,False
innocent tropical defence,juices,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
riso bevanda vegetale uht senza zuccheri aggiunti,"latticini | latte, uova e burro",01.1.4.4,True,11,mistral:latest,01.1.4.4,True
brewdog birra punk ipa 440 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,12,mistral:latest,02.1.3.0,True
go & fun original zero gluten free,energy drinks,01.2.9.0,True,4,mistral:latest,01.2.9.0,True
stowford mixed berries 4 x 440ml,beverages | beer & cider,02.1.2.2,True,1,mistral:latest,02.1.2.2,True
starbucks caffe latte 220ml,coffee,01.1.4.7,True,5,mistral:latest,01.2.2.0,False
vitasnella le linfe detox cetriolo pompelmo lemon,water,01.2.9.0,True,1,mistral:latest,01.2.5.0,False
fever tree ginger beer 200ml,beer & cider,02.1.3.0,True,1,mistral:latest,02.1.3.0,True
jp chenet original rose grenache cinsault 75cl,drinks | wine | rose wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
birra extreme intense strong,"vini, birra e liquori | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
"primia acqua lievemente frizzante 1,5 lt","acqua, bevande, alcolici | acqua",01.2.5.0,True,8,mistral:latest,01.2.6.0,False
valdo cartizze valdobbiadene superiore doc 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,3,mistral:latest,02.1.2.1,True
sant orsola spumante ice 11% 750ml,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
innocent apple & mango 330ml,juices & smoothies,01.2.1.0,True,6,mistral:latest,01.2.1.0,True
diet kinnie 1ltr,drinks | soft drinks | soft drinks,01.2.6.0,True,6,mistral:latest,01.2.6.0,True
typhoo q tea 125g,beverages | coffee & tea,01.2.3.0,True,11,mistral:latest,01.2.3.0,True
andes merlot 75cl,drinks | wine | red wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
la belinda peeled tomatoes 400 ml,tins cans & packets,01.1.7.9,True,5,mistral:latest,01.1.7.2,False
fontana still water glass bottle,water,01.2.5.0,True,11,mistral:latest,01.2.5.0,True
"hacker-pschorr munchner hell 0,5 l",bier,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
katlenburger johannisbeerwein blackcurrant wine,wine,02.1.2.1,True,2,mistral:latest,02.1.2.2,False
lattanzio negroamaro del salento igp 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
codici puglia igp negroamaro  x,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
latte crescita 3,mondo baby | latte e tisane,01.1.9.2,True,7,mistral:latest,01.1.9.2,True
